game_id,player_x_id,player_o_id,move_id,pre_state,move,post_state
76,3,5,1,---------,8,--------x
76,3,5,2,--------x,7,-------ox
76,3,5,3,-------ox,2,--x----ox
76,3,5,4,--x----ox,6,--x---oox
76,3,5,5,--x---oox,0,x-x---oox
76,3,5,6,x-x---oox,5,x-x--ooox
76,3,5,7,x-x--ooox,1,xxx--ooox
77,3,5,1,---------,3,---x-----
77,3,5,2,---x-----,8,---x----o
77,3,5,3,---x----o,6,---x--x-o
77,3,5,4,---x--x-o,7,---x--xoo
77,3,5,5,---x--xoo,0,x--x--xoo
78,3,5,1,---------,4,----x----
78,3,5,2,----x----,6,----x-o--
78,3,5,3,----x-o--,0,x---x-o--
78,3,5,4,x---x-o--,8,x---x-o-o
78,3,5,5,x---x-o-o,7,x---x-oxo
78,3,5,6,x---x-oxo,5,x---xooxo
78,3,5,7,x---xooxo,1,xx--xooxo
79,3,5,1,---------,7,-------x-
79,3,5,2,-------x-,8,-------xo
79,3,5,3,-------xo,0,x------xo
79,3,5,4,x------xo,6,x-----oxo
79,3,5,5,x-----oxo,1,xx----oxo
79,3,5,6,xx----oxo,5,xx---ooxo
79,3,5,7,xx---ooxo,2,xxx--ooxo
80,3,5,1,---------,7,-------x-
80,3,5,2,-------x-,8,-------xo
80,3,5,3,-------xo,3,---x---xo
80,3,5,4,---x---xo,6,---x--oxo
80,3,5,5,---x--oxo,4,---xx-oxo
80,3,5,6,---xx-oxo,5,---xxooxo
80,3,5,7,---xxooxo,1,-x-xxooxo
81,3,6,1,---------,8,--------x
81,3,6,2,--------x,0,o-------x
81,3,6,3,o-------x,2,o-x-----x
81,3,6,4,o-x-----x,5,o-x--o--x
81,3,6,5,o-x--o--x,6,o-x--ox-x
81,3,6,6,o-x--ox-x,3,o-xo-ox-x
81,3,6,7,o-xo-ox-x,4,o-xoxox-x
82,3,6,1,---------,5,-----x---
82,3,6,2,-----x---,0,o----x---
82,3,6,3,o----x---,2,o-x--x---
82,3,6,4,o-x--x---,1,oox--x---
82,3,6,5,oox--x---,3,ooxx-x---
82,3,6,6,ooxx-x---,4,ooxxox---
82,3,6,7,ooxxox---,8,ooxxox--x
83,3,6,1,---------,5,-----x---
83,3,6,2,-----x---,0,o----x---
83,3,6,3,o----x---,2,o-x--x---
83,3,6,4,o-x--x---,1,oox--x---
83,3,6,5,oox--x---,3,ooxx-x---
83,3,6,6,ooxx-x---,4,ooxxox---
